Delta Energy,Theta Energy,Alpha Energy,Beta Energy,Delta Relative Power,Theta Relative Power,Alpha Relative Power,Beta Relative Power,Beta-Theta Ratio,Slow-Fast Ratio,Beta-Delta Theta Ratio,Spectral Slope,Entropy,SEF95,Hjorth Mobility,Hjorth Complexity,Mean,Standard Deviation,Variance,Alpha-Beta Ratio,Delta-Theta Ratio,Delta-Alpha Ratio,Delta-Beta Ratio,Theta-Alpha Ratio,Theta-Beta Ratio,Peak Frequency,Spectral Centroid,label
2.398256653,1.574958519,0.154128316,1.914894216,0.39691531,0.260658153,0.025508483,0.316918054,1.215837873,1.252422527,0.481950796,-7.005908072,2.754887231,27,0.152628092,1.808780712,0.378509459,3.018850213,9.113456609,0.080489207,1.522742742,15.5601301,1.252422527,10.2184891,0.82247808,2,8.452780746,1
1.661094509,2.765278369,0.413680619,1.924413525,0.245561772,0.408794715,0.061154947,0.284488566,0.695920362,0.863169213,0.434760825,-7.028789129,2.693594569,20,0.12873831,2.080317237,0.401961702,3.016555224,9.099605422,0.214964514,0.600697032,4.015403266,0.863169213,6.684573176,1.436946027,1,6.561307198,1
8.97919622,3.480134317,0.448240468,1.590123088,0.619353406,0.240047438,0.030918053,0.109681104,0.456914286,5.646856077,0.127625082,-7.170018395,2.179276957,21,0.081506531,3.439442365,-1.406331802,4.687104948,21.96895279,0.281890422,2.580129214,20.03209629,5.646856077,7.763989564,2.188594294,1,4.153433352,1
10.9000934,6.064163922,2.016800889,1.740032105,0.526038603,0.292656604,0.097330829,0.083973965,0.286936852,6.264305913,0.102570485,-7.184713157,1.994014794,15,0.060316445,3.652102117,0.710473954,7.609544414,57.90516619,1.159059585,1.797460217,5.404645279,6.264305913,3.006823309,3.485087376,1,4.060286082,1
9.697829602,6.310839458,0.944947897,0.862982923,0.544314272,0.354211213,0.053037499,0.048437015,0.136746138,11.23756837,0.053907225,-7.074797236,1.925886146,9,0.062783487,3.402169779,0.968640799,6.694951413,44.82237442,1.094978674,1.536694075,10.26281939,11.23756837,6.678505213,7.312820783,1,3.397295534,1
3.015307125,1.52269268,0.442157643,1.741710008,0.448581759,0.226528222,0.065778989,0.259111031,1.143835542,1.731233737,0.383805659,-7.016784397,2.632267357,23,0.126171535,2.027851244,-2.042383175,2.877770322,8.281562025,0.2538641,1.98024668,6.819529577,1.731233737,3.443777811,0.874251554,2,6.940456167,1
4.948332774,1.634891512,0.811185022,1.823533905,0.536815281,0.177359686,0.088000653,0.19782438,1.115385267,2.713595158,0.27699708,-7.045251345,2.33883598,21,0.129012178,2.026967427,0.485452048,3.306171443,10.93076961,0.444842303,3.026704059,6.100128376,2.713595158,2.015436018,0.896551201,1,5.426741085,1
2.3220539,0.577458372,0.546484308,1.8982455,0.434496392,0.108052435,0.102256653,0.35519452,3.287242151,1.223263219,0.654677519,-6.916157402,2.638044662,26,0.109393791,2.415410954,0.424338572,4.047701664,16.38388876,0.287889163,4.021162414,4.249076994,1.223263219,1.05667878,0.304206369,2,9.368977536,1
7.390774514,0.92202538,0.298684931,2.203858971,0.683360109,0.085251602,0.027616776,0.203771513,2.390236776,3.353560555,0.265116327,-7.094449112,2.289330417,19,0.109810288,2.384738545,-0.158233682,3.30699542,10.93621871,0.135528151,8.01580377,24.74438364,3.353560555,3.086949775,0.418368594,2,4.993095667,1
1.108029692,0.516430823,0.497045662,1.097811494,0.344181533,0.160416236,0.154394724,0.341007507,2.125766792,1.009307789,0.675800664,-6.826422123,2.7891948,24,0.138653439,1.967421948,0.086052684,2.149054359,4.618434636,0.452760483,2.145552982,2.22923119,1.009307789,1.039000765,0.470418488,1,8.027134904,1
0.792760889,1.861356232,0.798173183,1.266474681,0.168001774,0.394458346,0.169148747,0.268391133,0.680404244,0.625958735,0.477173622,-7.08620086,2.854662131,21,0.154139149,1.692069207,-0.32565664,2.448471588,5.995013118,0.630232246,0.42590498,0.993219149,0.625958735,2.332020509,1.469714524,6,8.443693956,1
0.874520791,1.369009895,0.712312233,2.705392375,0.154475259,0.241821762,0.125822757,0.477880221,1.976167144,0.323251,1.205863772,-7.139865511,3.069094493,27,0.171283344,1.611902316,0.911469097,2.545765951,6.480924279,0.263293502,0.638798006,1.227721146,0.323251,1.921923886,0.506030071,4,11.46108544,1
3.104824258,0.645545419,1.423271167,1.884651414,0.43988321,0.091459151,0.201645259,0.26701238,2.919471439,1.647426275,0.502524171,-7.156160543,2.557440929,23,0.083259155,3.15827681,-0.623575207,5.443746045,29.634371,0.755190672,4.809613958,2.181470636,1.647426275,0.453564601,0.342527756,1,6.113950712,1
16.59696663,3.612407615,0.842921516,1.230098899,0.744846633,0.162119362,0.037829036,0.055204969,0.340520514,13.49238394,0.060867738,-7.251671957,2.011971601,9,0.067227608,3.512160876,-1.139711172,5.462589195,29.83988071,0.685246948,4.594433519,19.68981253,13.49238394,4.285580029,2.936680635,1,2.983226985,1
16.47633051,4.0079799,0.654627283,0.537282401,0.76011087,0.184902159,0.030200251,0.02478672,0.134053167,30.66605288,0.026228972,-6.947797374,1.91601154,7,0.072690156,3.201383941,1.945122691,4.469458624,19.97606039,1.218404478,4.110881521,25.16902509,30.66605288,6.122537211,7.459726756,1,2.737357028,1
15.78816538,2.761459534,1.454878215,2.22299061,0.710298946,0.124236208,0.065453993,0.100010853,0.80500568,7.102218658,0.119840192,-7.240719748,1.880179094,16,0.062979778,4.051811655,0.242528919,6.210404999,38.56913026,0.654468898,5.71732636,10.85188109,7.102218658,1.898069203,1.24222726,1,2.935147548,1
7.985100086,3.420471257,0.580253857,1.09214672,0.610576329,0.261544472,0.044368795,0.083510404,0.319297149,7.311380365,0.095755547,-7.105465856,2.115447954,17,0.073767974,3.73787466,-0.913350818,4.703599788,22.12385097,0.531296617,2.334502905,13.76139079,7.311380365,5.894784177,3.131878889,1,3.381181521,1
0.260518724,0.740118166,0.580892123,1.028200521,0.099825948,0.283599567,0.222587098,0.393987387,1.389238326,0.253373461,1.027546087,-6.872356351,2.972962506,27,0.153244154,1.812386711,0.08191613,2.143958669,4.596558774,0.564959958,0.351996122,0.448480387,0.253373461,1.274106045,0.719818898,4,11.13670109,1
1.025533047,0.407830763,0.574484461,2.762428175,0.214983987,0.085494157,0.120430014,0.579091842,6.773466906,0.371243335,1.927234493,-7.069755977,3.018388254,27,0.203439404,1.394635419,-0.165426298,2.453208518,6.018232034,0.207963583,2.514604441,1.785136268,0.371243335,0.709907387,0.147634884,21,13.37117676,1
0.639463776,1.028923095,0.364820295,4.337390199,0.100377365,0.161511242,0.057266262,0.680845131,4.21546588,0.147430539,2.599750858,-7.171426791,3.196631166,29,0.216465795,1.345444394,0.291939875,2.539663142,6.449888877,0.084110554,0.621488408,1.75281854,0.147430539,2.820355966,0.237221704,2,16.87812596,1
1.057736569,0.862359454,0.403694217,4.400005253,0.157312424,0.128254861,0.060039633,0.654393082,5.102286792,0.240394388,2.291554798,-7.255598819,3.230363488,28,0.199482909,1.463592318,-0.161589348,2.401441095,5.766919333,0.091748576,1.226561109,2.620142982,0.240394388,2.136169949,0.195990551,1,13.07987453,1
0.992583903,0.168758282,0.556933932,2.06263322,0.26252518,0.044634311,0.147301583,0.545538926,12.22241181,0.481221719,1.776077066,-7.114298943,3.060671013,30,0.204601614,1.455576028,-0.056957268,2.442746479,5.967010361,0.270011133,5.881690015,1.782229176,0.481221719,0.303013109,0.081816913,25,13.5101611,1
0.724413073,0.372089761,0.562974226,2.401334203,0.178391219,0.091629415,0.138635901,0.591343465,6.45364225,0.301671076,2.189993612,-6.941575006,2.962810762,27,0.210018663,1.443316958,0.187019121,2.501971933,6.259863553,0.234442264,1.946877203,1.286760635,0.301671076,0.660935694,0.15495126,24,14.65966063,1
0.073721088,1.639397883,1.350925603,3.043487739,0.012070519,0.268422302,0.221190087,0.498317092,1.856466799,0.024222568,1.776576987,-7.073112094,3.072313633,28,0.178574418,1.606329792,-0.187529457,2.503769911,6.268863768,0.443874173,0.044968393,0.054570798,0.024222568,1.213536762,0.538657627,7,13.45277198,1
0.521493352,2.56804254,1.312487256,1.37326941,0.090297305,0.444660165,0.227259008,0.237783523,0.534753373,0.379745845,0.444490518,-7.106196838,2.831996414,27,0.141559432,1.909189194,0.173668719,2.526863134,6.3850373,0.95573909,0.203070371,0.397332126,0.379745845,1.956622838,1.870020931,5,9.762396374,1
1.384531993,0.969871779,0.424095005,1.460756888,0.326597899,0.228783507,0.100039969,0.344578625,1.506134027,0.947818219,0.620436013,-7.074601243,2.960634047,29,0.135065376,1.956073065,0.806904113,3.189055693,10.17007621,0.290325521,1.427541272,3.264674133,0.947818219,2.286921015,0.663951536,2,10.3989927,1
12.01425377,7.630417975,0.878653506,2.947302464,0.511884638,0.325104981,0.037436302,0.125574079,0.386257014,4.076355895,0.150030629,-7.349169219,2.384478978,20,0.104243177,2.37375561,-0.861751478,4.162891271,17.32966374,0.298121254,1.574521057,13.67348299,4.076355895,8.684217296,2.58894975,2,5.155914006,1
1.600111256,5.372517024,0.744746042,2.089423742,0.163163475,0.547836,0.075941815,0.21305871,0.388909655,0.765814623,0.299660854,-7.109149153,2.528671238,19,0.094894764,2.63730191,-0.294640796,4.005870858,16.04700133,0.356436096,0.297832701,2.148532742,0.765814623,7.213891343,2.571291269,4,6.772625222,1
1.053058154,0.663138297,0.190067963,1.29734684,0.328709719,0.206997118,0.059329284,0.404963879,1.95637448,0.811701328,0.755943086,-6.84920627,2.690219835,26,0.128805626,2.131268443,0.797744566,2.72613289,7.431800536,0.146505127,1.587991764,5.540429524,0.811701328,3.488953563,0.511149583,1,8.729369257,1
0.856194074,3.408212009,0.212280745,1.053144394,0.154831864,0.616332013,0.038388287,0.190447837,0.309002019,0.812988304,0.246961563,-6.942971152,2.337534961,26,0.109315371,2.54522942,-0.313601644,3.150866247,9.927958105,0.201568509,0.251215028,4.033310101,0.812988304,16.0552103,3.236224804,4,6.605732697,1
7.528461203,1.093176608,4.083919654,2.851484131,0.483926276,0.070268926,0.262512614,0.183292184,2.608438663,2.640190461,0.330735783,-7.254813143,2.488445405,20,0.113938352,2.174772997,-0.015522672,3.670972513,13.47603919,1.432208445,6.886774877,1.843440087,2.640190461,0.267678285,0.3833711,3,6.761903501,1
3.585053949,1.256215244,0.448499806,1.914342096,0.497640014,0.174374774,0.062256092,0.265729119,1.523896565,1.872734218,0.395421535,-7.057271186,2.603616024,23,0.120772648,2.020614861,-0.282321085,3.471532416,12.05153732,0.234284043,2.853853243,7.993434787,1.872734218,2.800927064,0.656212516,1,5.915613489,1
6.642836854,2.28222798,0.501105254,3.526845164,0.512840966,0.176192796,0.038686379,0.272279859,1.545351821,1.883506801,0.395161854,-7.285756441,2.629523039,23,0.121221761,2.142786856,-0.126818874,3.60089967,12.96647843,0.142083145,2.910680665,13.25637038,1.883506801,4.554388444,0.647101836,1,6.273231828,1
0.689650912,2.506066626,0.580561774,2.25708198,0.114306251,0.415368234,0.096225262,0.374100252,0.900647236,0.305549784,0.706283316,-7.003285567,2.861227082,22,0.134080545,1.870725855,0.666526562,3.102645628,9.626409896,0.25721785,0.275192569,1.187902723,0.305549784,4.316623553,1.110312629,6,9.153547445,1
4.502669837,0.721406581,0.240406196,1.693666719,0.629027089,0.100781158,0.033584965,0.236606788,2.347728402,2.658533574,0.324204048,-7.067235632,2.463062396,26,0.120350286,2.221421944,0.286668393,2.98144569,8.889018402,0.141944217,6.241514779,18.72942508,2.658533574,3.00078198,0.425943648,2,5.826964183,1
3.125702206,1.753432541,0.177842445,2.022340898,0.441525888,0.247683819,0.025121409,0.285668884,1.153361108,1.545586211,0.41448761,-7.08792326,2.653427882,26,0.137870081,2.100839229,-0.424388041,2.923649307,8.547725271,0.087938905,1.782619024,17.57568171,1.545586211,9.859471636,0.867031143,1,6.93139788,1
5.125260724,1.321794233,1.111328182,4.371053513,0.429631413,0.110801061,0.09315848,0.366409047,3.306909203,1.172545866,0.677992284,-7.348217792,2.883049844,24,0.128013642,2.07972991,-0.724341852,3.942530923,15.54355008,0.254247215,3.877502713,4.611833666,1.172545866,1.189382447,0.302397175,2,8.146093335,1
4.322355373,3.742334744,0.58641086,1.934291637,0.408332079,0.353537642,0.055398121,0.182732158,0.516867616,2.234593424,0.239846988,-7.300500173,2.581342877,23,0.111320595,2.361104884,0.751278537,4.505299984,20.29772794,0.303165691,1.154988976,7.370865152,2.234593424,6.381762344,1.934731388,1,5.597645343,1
0.954799277,1.463152575,0.656783726,1.123046485,0.227453275,0.348553725,0.156459701,0.267533299,0.767552547,0.850186782,0.464461889,-7.015805494,2.793805504,26,0.121406294,2.137123316,1.131933954,3.206053515,10.27877914,0.584823277,0.65256303,1.453749902,0.850186782,2.227754005,1.302842397,4,7.973920251,1
6.253679777,2.568792294,2.050327108,2.703573269,0.460629656,0.189210506,0.151021719,0.199138119,1.052468616,2.31311644,0.306441692,-7.269378461,2.564126149,22,0.099527493,2.349239182,-2.420532058,4.301434973,18.50234282,0.758376749,2.434482458,3.050088814,2.31311644,1.252869498,0.950147097,1,6.136890895,1
17.55601681,1.55117452,0.620643271,1.283263379,0.835559228,0.073826438,0.029538831,0.061075503,0.827284978,13.68075883,0.067161278,-7.106036096,1.589828033,10,0.068709162,3.661477968,-0.070818554,5.758469801,33.15997445,0.483644496,11.31788627,28.28680764,13.68075883,2.499301279,1.208773308,1,2.682140098,1
3.600479825,1.732948209,0.13557385,1.73596842,0.499721674,0.240521215,0.018816712,0.240940399,1.001742817,2.074046845,0.325488299,-7.103331337,2.526995244,24,0.085340693,3.164997674,1.831708637,3.83648371,14.71860725,0.078096956,2.077661529,26.55733256,2.074046845,12.78231906,0.998260215,2,6.692289707,1
3.317249956,0.859801635,1.115051748,2.915664095,0.404159838,0.104754629,0.135853234,0.355232299,3.391089267,1.137733926,0.698019651,-7.251171912,2.883353172,27,0.16503698,1.713822162,-0.95372853,2.998945255,8.993672645,0.382434914,3.858157304,2.974973996,1.137733926,0.771086755,0.294890497,2,9.953475483,1
1.074748908,2.378801695,0.806281399,3.109538687,0.145839985,0.322795771,0.109409804,0.421954441,1.307187015,0.345629695,0.900388917,-7.162493031,2.962526294,26,0.174988408,1.603162707,-0.102526638,3.046576524,9.281628517,0.259292931,0.451802649,1.332969989,0.345629695,2.950336813,0.765001479,6,11.11454544,1
1.793255311,1.79518785,1.950215755,1.489698995,0.255145702,0.255420665,0.277478151,0.211955483,0.829829031,1.203770237,0.415137966,-7.156248336,2.829476131,23,0.144274123,1.742638428,0.15960572,2.894517943,8.378234123,1.309134101,0.998923489,0.91951637,1.203770237,0.920507306,1.205067505,7,7.846856628,1
1.032951137,0.638136492,0.754669476,1.265909747,0.279806163,0.172858635,0.20442513,0.342910072,1.983760157,0.81597534,0.757536424,-6.948137531,2.837549976,24,0.140330164,1.766689405,0.23677125,2.483896927,6.169743943,0.59614793,1.61869937,1.368746412,0.81597534,0.845584076,0.504093197,3,9.322191668,1
0.647262738,0.926532983,0.879784164,1.78689444,0.152639231,0.218497487,0.207473055,0.421390227,1.928581575,0.362227742,1.135404307,-7.109556802,3.07075492,27,0.165601565,1.617792027,0.144518468,2.458464008,6.044045278,0.492353742,0.698585749,0.735706284,0.362227742,1.05313669,0.518515791,4,10.78777516,1
0.646827651,1.497716614,0.646150749,1.593830974,0.147525104,0.341591455,0.147370719,0.363512721,1.06417393,0.405832025,0.743202647,-7.010406579,2.976580458,26,0.183194714,1.56272482,-0.448784023,2.160613402,4.668250273,0.405407324,0.43187586,1.001047591,0.405832025,2.317905868,0.939696014,6,11.52173957,1
0.829444749,0.387618942,0.91940372,1.584277367,0.222924387,0.104177783,0.247102066,0.425795764,4.087203168,0.523547686,1.301721002,-6.987800711,3.079943041,27,0.190972744,1.517089946,0.019407581,2.021094695,4.084823766,0.580330023,2.13984576,0.902155094,0.523547686,0.421598187,0.244666086,2,11.67183641,1
0.102757803,0.917496578,0.128431923,2.210720078,0.030588084,0.273112709,0.038230541,0.658068666,2.409513158,0.046481599,2.166832231,-6.860779289,3.014574121,28,0.194737101,1.476105295,0.270559106,2.085539048,4.349473122,0.058095063,0.111998024,0.800095499,0.046481599,7.14383587,0.415021598,14,14.30719448,1
1.090066034,1.021264343,1.358542608,1.521582893,0.218386391,0.204602498,0.272173619,0.304837492,1.489901125,0.716402661,0.72067494,-7.01899742,2.968101026,22,0.161383288,1.695765254,-0.162856499,2.183920759,4.769509882,0.89284824,1.067369131,0.802378981,0.716402661,0.751735232,0.671185479,2,9.129830678,1
0.722190998,1.514287594,0.84077216,0.706722148,0.190855225,0.400184577,0.222192966,0.186767233,0.466702726,1.021888163,0.315997725,-6.875693857,2.761779158,21,0.129030015,1.875222487,-0.109229322,2.478926799,6.145078074,1.189678521,0.476917992,0.858961598,1.021888163,1.801067716,2.142691577,6,7.712255817,1
1.73128838,2.590904223,0.338584,1.024962018,0.304496653,0.455684722,0.059549695,0.18026893,0.395600118,1.689124426,0.237139367,-6.902707604,2.473694303,18,0.101455218,2.445397146,0.234757831,2.761941686,7.628321879,0.330338095,0.668217823,5.113320117,1.689124426,7.652175593,2.527805108,5,6.683947378,1
2.353852394,0.868468353,0.393518798,0.711587101,0.543938138,0.20068933,0.090935984,0.164436548,0.8193587,3.307890758,0.220830624,-6.755547879,2.196687483,19,0.105701676,2.435310651,0.058531563,2.609997199,6.812085381,0.553015643,2.71034907,5.981550065,3.307890758,2.206929776,1.22046669,3,5.319328661,1
0.828181079,0.353716609,0.591043654,0.758159906,0.327201877,0.139748107,0.23351245,0.299537566,2.143410537,1.092356734,0.641476766,-6.680259093,2.713023217,25,0.121768684,2.062103227,-0.495656326,2.830366176,8.010972689,0.779576511,2.341368934,1.401218122,1.092356734,0.598461055,0.466546181,8,8.808302241,1
9.936968324,2.015430302,0.579163414,2.114569397,0.678470514,0.137608372,0.039543781,0.144377333,1.049190039,4.699286928,0.176915903,-7.038676767,2.151173745,21,0.105986992,2.33533585,-0.395354105,3.448843232,11.89451964,0.273891893,4.930445034,17.15745172,4.699286928,3.479899199,0.953116178,2,4.480240542,1
2.706302163,1.274783108,0.988165443,1.579293699,0.413267742,0.194666635,0.150898487,0.241167136,1.238872471,1.713615501,0.39669929,-6.907811077,2.534508937,24,0.121328329,2.07684335,0.620956702,3.127518005,9.78136887,0.625700871,2.12295107,2.738713626,1.713615501,1.290050282,0.807185585,1,6.674216113,1
0.746653386,1.100871055,0.627461693,1.713167607,0.178277454,0.262853544,0.149818209,0.409050792,1.556192797,0.435832071,0.927277371,-6.928316901,3.074501616,26,0.136181717,1.900214998,0.113893203,2.697867675,7.278489992,0.366258206,0.67823873,1.189958517,0.435832071,1.754483288,0.642593901,7,10.43988151,1
3.108957206,1.649147603,0.39055752,0.781415592,0.5242692,0.278098808,0.065860436,0.131771555,0.47382999,3.978621925,0.164228327,-6.818933595,2.21203529,20,0.132897904,1.891440807,-0.163820065,2.901070441,8.416209704,0.499807687,1.885190386,7.960305586,3.978621925,4.222547307,2.110461604,1,5.051887028,1
2.593271747,4.12223639,0.462574526,4.868498259,0.215270355,0.3421914,0.038398823,0.404139423,1.181033254,0.532663587,0.724963496,-7.325091679,2.896490908,22,0.141691464,1.708189477,0.183444856,3.085620488,9.521053796,0.095013801,0.62909341,5.60617068,0.532663587,8.911507562,0.846716209,2,9.76947586,1
0.513949406,1.555213097,0.694241631,1.709920238,0.11489205,0.347663833,0.155195907,0.382248211,1.09947649,0.300569228,0.826382769,-6.861507067,2.764093759,19,0.139563761,1.658176222,-0.020358259,2.700256931,7.291387495,0.406008196,0.3304688,0.740303351,0.300569228,2.240161102,0.909523768,6,9.970406559,1
1.226467651,0.333382318,1.960995601,1.001149549,0.271222684,0.073724608,0.433657169,0.221395539,3.003007344,1.225059386,0.641824258,-6.877863816,2.70326171,23,0.134323479,1.784862553,0.260026558,2.480132764,6.151058529,1.958743929,3.678862334,0.625431108,1.225059386,0.170006663,0.332999519,9,8.217065553,1
1.370466161,0.44473036,0.291904882,0.716471364,0.485365979,0.157506251,0.103381391,0.253746379,1.61102418,1.912799631,0.394707326,-6.788659354,2.606763809,25,0.150221466,1.746167229,-0.058598406,2.081425342,4.332331453,0.407420165,3.081566456,4.694906619,1.912799631,1.523545472,0.620723148,3,7.354421825,1
0.327402172,0.076711202,0.546290936,1.035470872,0.164865433,0.038628411,0.275088254,0.521417903,13.49830068,0.316186752,2.562327649,-6.711125214,3.148913512,28,0.180913398,1.520546506,-0.320879972,1.471410341,2.165048392,0.527577308,4.267983854,0.599318332,0.316186752,0.140421884,0.074083399,12,13.36395297,1
